review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,product_name,Normalized_Rating,Review Length
R2MFQROISKMUKI,B0D4SX9RC6,5.0 out of 5 stars Love it!,Cindy Zheng,5.0,Works great with my iPhone! Speaker is loud and convenient to carry around.,2025-03-03,AF33VWVWMPJGSHDFETTAVEZJMKJQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,13
R3PPIXAZZQNGAT,B0D4SX9RC6,5.0 out of 5 stars Quality,Cato,5.0,Good product and service,2025-03-03,AG52DLMNEHBE7RI77V5JYDSE3AGQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,4
R2R8359DAVW5NB,B0D4SX9RC6,5.0 out of 5 stars Beats,Alyvia,5.0,"So loud its great for a Bluetooth speaker. The base really hits and sound isn't scratchy. Battery lasts a long time, its a great value.",2025-03-03,AGTIPZOXMSX5GL7MDEEZY6HY5GIA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,25
R1D1REC6H9EN98,B0D4SX9RC6,5.0 out of 5 stars It’s the Beats Pill of course it’s 5⭐️,Freedom McCormick,5.0,It’s loud and perfect and I even bought a little carrying case to keep it safe.,2025-03-03,AFP3DPN4OUD3655QWSFUUPJ6ISCA,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,16
R2WE4QQHNEA4RE,B0D4SX9RC6,5.0 out of 5 stars It can get much louder than JBL GO,Pegasus,5.0,I like the color choices. Sound is pleasing for both music and audible books. Like the long time between charging. Dislike that I have to remember to turn it off or it might startle me when it automatically turns off later.,2025-03-02,AGK4OUNTD3DP3BKYMKCZDQB76WUA,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,41
RO1L4JVL7GTKQ,B0D4SX9RC6,5.0 out of 5 stars Son loves it,Cheryl,5.0,xmas present for son loved it and does more than he even thought it did,2025-03-02,AFKIMCJZZZS242OZXXIZVW2RG7CQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,15
R1LD4WUUY6NSB3,B0D4SX9RC6,5.0 out of 5 stars Excellent sound,Elizabeth,5.0,Very big sound.,2025-03-01,AGFSZL4VXIXHQCHSLUGKIXF7R5NQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,3
R3U2CNJ4I078E4,B0D4SX9RC6,5.0 out of 5 stars Hurry up and get yall one besties,MUSTBERISA,5.0,Love this on the go,2025-02-28,AHT5JJBHJGQYNK4VMDJZHUM7OKIQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,5
R1NY1PPZJJDL0H,B0D4SX9RC6,3.0 out of 5 stars Gets hot! Fire hazard!,Valentin Rey,3.0,The pill gets hot when you use it for a long time on full blast. Sounds great but it getting hot was a surprise to me.,2025-02-28,AHCY4UMYHWUVJ6V5DPTRLRBAF4KQ,False,1,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,0.5,26
RT4W5P8XW85AV,B0D4SX9RC6,5.0 out of 5 stars Spectacular sound - love it.,S. Flood,5.0,The sound is amazing. Beats delivers. They are portable easy to connect to my phone or iPad. OBSESSED. LOVE THE QUALITY.,2025-02-26,AFWQ6YWUQ7AT3U62BEHN3Q7MDCJA,False,0,"Color: Dark Gray, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,21
R37LHWHUSS3BNR,B0D4SX9RC6,5.0 out of 5 stars Love love love,Jillian Perry,5.0,LOVE THIS SPEAKER. Battery life is very long. The speaker is very loud and easily mobile.,2025-02-24,AFRJHYQIO22FD6PUBJ3DN4GI23IQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,16
R232SMF7Z8B49Y,B0D4SX9RC6,5.0 out of 5 stars Beats Pill,Nicholas Motz,5.0,Love Beats! Super cool how it’s possible to link two pills together! And they sound fantastic! And at a reasonable price. Good job Apple!!,2025-02-24,AERVI5WWBYIVWVJ7I3XNT3KO2R5A,False,1,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,24
R1PZ70GSRRS0JM,B0D4SX9RC6,5.0 out of 5 stars A music lover must have!,M. Long,5.0,"I won one of these for my wife at a company party. I really wanted to hate it but instead, I loved it so much I bought one too. Best part, you can connect the two to create a stereo sound. Sound quality, bass, and battery life are amazing!",2025-02-24,AEPIK7EQLHY3FGO53XIY2QHNR5DA,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,49
R26Y655PLUDY1,B0D4SX9RC6,5.0 out of 5 stars Really Great Sound,Varonda,5.0,"Awesome Sound, paired great with my Iphone",2025-02-22,AGIDB7UQBWQLZBAKZZOSSHI4WMMA,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,7
RNUDENQJLVAVO,B0D4SX9RC6,5.0 out of 5 stars Don't swallow this PILL,Karl Nielsen,5.0,"I just get 2 for instant pair, YOU can hear all bells and whistles, great sounding, and the bass perfect. We'll reccomended",2025-02-22,AFLVOSOXEXJ7YIFIAKQNPWVXEJGQ,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,22
R34X1DO2SNNW1J,B0D4SX9RC6,5.0 out of 5 stars Powerful little thing,Al,5.0,Very powerful for such a little speaker. I almost regret buying it because my teen loves it so much and is always blasting music. I will probably buy one for myself as well.,2025-02-20,AG2BW6XHTVGIYRBYWTGBYD4R2VFA,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,33
R3D9JXGIRHSPFH,B0D4SX9RC6,1.0 out of 5 stars Defective,lyn deweese,1.0,Defective won’t hold connection,2025-02-19,AG22JDS7QY3B4BELH5LCTNPR5JSQ,False,1,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,0.0,4
R32P4MZ4YO5WQ7,B0D4SX9RC6,5.0 out of 5 stars Portable Bluetooth Speaker,Charles H.,5.0,Works well with my Mac Computer.,2025-02-18,AFETO4HQIYVX3MV55SKMS2ZDHPGA,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,6
RUYGTSUTWX2G3,B0D4SX9RC6,4.0 out of 5 stars Bass lol,Atompril,4.0,"Great Bluetooth speaker. I went “dumb mode” and took Amazon reviews as straight facts because I wanted a speaker with good bass. Well, this one has great bass - for a Bluetooth speaker! That’s the important part. If you want subwoofer bass, you are not going to get it from a Bluetooth speaker, especially a small one like a pill. That being said, for the size of this thing, it does have good bass. Won’t hit the super low notes your 12 inch speaker will in your trunk, but yo, this thing fits in my pocket….gets loud too. I returned a jbl flip 6 for this and this is better. Word.",2025-02-18,AFMNBIGLQ724PQD57EUG2U4DAECA,False,2,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,0.75,111
R22FG7B13PUXVV,B0D4SX9RC6,5.0 out of 5 stars Great product,paris thomas,5.0,Great product has great battery life,2025-02-18,AGZIN5S4WYHZIPST2O6TJ27H5R7A,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,6
R14KC18CUD3ON7,B0D4SX9RC6,1.0 out of 5 stars Waste of Money! Don’t buy it!,Holly Briggs,1.0,Bought this Aug 27th 2024 …… $85Less than six months ago…… and it just stopped working! 😡I thought this was supposed to be Great quality……..NOT!,2025-02-17,AF43LJKJQOXGWTZUMAEWCOEOHLWQ,False,1,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,0.0,25
R3IIU4T44NDHHR,B0D4SX9RC6,1.0 out of 5 stars Not worth the buy or hassle,Matthew,1.0,Main things:I just switched from a Wonderboom to this speaker and I am going back to Wonderboom.1. The power button takes forever to turn on- I am pressing and holding and holding and pressing and there doesn't seem to be a rhyme or reason on how long it takes to press the button for the device to turn on.2. Some songs sound incredibly muffled and there is no way to fix the distortion / muffled sound.3. Voice-to-text does not work well at all. The speaker has an internal microphone that overrides the microphone on your device and cannot pick up on your voice unless you scream or stand right next to the speaker- useless if your'e in another room or not close to the speaker. There is no way to change this either.4. Beats pill makes an app but its virtually useless and I have no been able to pair my speaker since day one.,2025-02-16,AGXITX2QEJAII5ZNGQWIGS5M2OTA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,0.0,155
R3OW7VMOSZLR0T,B0D4SX9RC6,5.0 out of 5 stars Heck yeah,Trevor,5.0,Heck yeah it came in and it works good,2025-02-16,AHZWW7YSLFMWXOFRF4YLO5DFKYTQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,9
R3UNME0CD8I0AA,B0D4SX9RC6,1.0 out of 5 stars Amazon drivers,Carolina Ramírez,1.0,I don’t like when my packages are thrown. I bought this speaker which wasn’t cheap and the person who delivered threw it on the floor as if it was nothing. I don’t think that’s okay whatsoever.,2025-02-16,AHFVMKGRSREJEZDMKYG54M6N7ZHA,False,1,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,0.0,36
R2WKBJWBJNIOS8,B0D4SX9RC6,4.0 out of 5 stars No Charging Adapter,Placeholder,4.0,"I’m happy with the look and sound so far, but I’m incredibly annoyed that for $100 this didn’t come with an adapter to charge. It comes with a cord but it’s for USB-C ports which I don’t just have laying around my house. They need to fix this.",2025-02-15,AEFTGZC6XN6CQP45Z3TA6IBOPGHQ,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,0.75,48
R2PH09ST0OIGRT,B0D4SX9RC6,5.0 out of 5 stars Powerful little guy!!!,Irene,5.0,"I absolutely love my speaker!It is completely waterproof, charges quick, and if you were an iPhone user, I even more recommend it!!Is extremely apple compatible.I can leave my phone on the other room and still use when I’m in the shower",2025-02-13,AG6NAL6W7U2Y3IRFZZ4UJ2DUFDYA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,41
R1DYUJLZFYZ5XE,B0D4SX9RC6,5.0 out of 5 stars Very good item,Impecable,5.0,"It's so impressive,i like it. It's playing great and it have a great bass sound.",2025-02-11,AHBKXCM6WIUEIIOJJIKPG4ERI6RQ,False,1,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,15
R958BQ28KRCF6,B0D4SX9RC6,5.0 out of 5 stars Good Product!,Jonathan Vega,5.0,Great!,2025-02-10,AG6O2TXYMU3C2WIKZRBROTMYNRVQ,False,0,"Color: Dark Gray, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,1
R2YR9FM9CBSDIA,B0D4SX9RC6,5.0 out of 5 stars He loves it,Jann10,5.0,"Bought as a gift for my husband, he uses it all the time and loves it",2025-02-09,AHDFGMBXSPSXJ4IWQSGE7QVCHR3Q,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,16
R25X0TE59JOMS3,B0D4SX9RC6,5.0 out of 5 stars Used Beats Pill 2024 still great.,Leila L’Abate,5.0,"I bought this used in ""acceptable"" condition, with no description as to actual condition. The previous two ""acceptable"" ones came with somewhat minor dents, but no original packaging, charge cord, or instructions. One of them smelled like something like Febreeze had been sprayed or rubbed on it. This one, the cheapest I have seen in this color, has no discernible scratches or dents and looks new, , arrived in the original, but extremely taped box, and had cord, instructions, and stickers. Jackpot! It should have been classified as ""very good"" or even, ""like new."" It sounds great, with movie theater very present bass sound. A little weak in the midrange when quiet or loud, but may be fixable in firmware, as may connectivity issues. As has been noted in other user reviews, it gets disconnected rather frequently for no discernible reason, is hard to maintain in paired modes for this reason, and makes a rather loud noise when turning on and off. One reviewing site reviewer downgraded it for having to hold the on /off button too long to turn it on and off. 2 or 3 seconds is too long? This is actually a great design feature that keeps it from accidentally turning off or on while in a bag or backpack while taking camping or to the beach. To prevent dents in transit I suggest keeping the well-designed protective box. Though I suspect the dented speakers were dropped. None of the carrying cases designed for this version of the Beats Pill, that I have ordered, had any real padding. If the case is hard enough this may not matter, but one was easily mushable. I'm thinking of just using the box. The only case I've found with real padding, and a nicely hard shell, is the co2CREA Hard Travel Case Replacement for JBL Flip 6 FLIP 5 Waterproof Portable Bluetooth Speaker Case. (This can be found cheaply in Amazon Resale in like -new condition.). The Pill fits snugly in this, though it mushes down the divider, but still leaves room for the charging cable and a plug in charger.The original Pill colors: red, gold, and black, come with a black plastic charging cord. The Kim Kardashian Pills come with cords that match the Pill color, and cross-hatched fiber covering, which may be better quality than the black cords? They are stiffer!The main feature that I went with the Pill for is the ""Lossless listening."" The ability to plug in the Pill directly to your device without having to use bluetooth. We have so much radiation already with wi-fi, phone, radio, and tv signals broadcasted all around us, I prefer not to have to add bluetooth to the mix. Plus the sound quality is better. Speakers that can use wi-fi also get better sound quality than bluetooth because of better bandwith.Though the Pill as yet has no online equalizer as other better quality speakers do, I find it does a great job adjusting to different kinds of audio, unlike say, an Echo Show 8, which has glorious stereo spatial audio sound, but has a hard time playing simple podcast and news talking voices understandably because of too heavy bass. But this can be adjusted with its online on speaker equalizer, lowering the bass to zero. The Pill automatically adjusts.",2025-02-09,AGRFASG4AR4DPZ2F3QWCB7II5P6A,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,550
RGBAVP02P2FGS,B0D4SX9RC6,5.0 out of 5 stars Larry,Placeholder,5.0,I bought this as a gift and my daughter uses it in her office and it takes up very little space and it looks and sounds great,2025-02-08,AGAYL4KZKCVVHMKGLP7S37GJ4VOQ,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,27
RREDW9MM994ZM,B0D4SX9RC6,2.0 out of 5 stars Not what I expected,Alicia,2.0,I really thought I would like this pill from all the good reviews but I have the original pill also and I just have to say that the quality of sound and how loud it gets just can’t compare. I purchased this one because mines is old and the battery life isn’t as good as it used to be. I should have known because of the price difference. A used original pill cost more than this one smh hope this helps all the people that have the first pill by Dr. Dre.,2025-02-08,AFK5ZH76XCWV6B5YJR7AHCBIFNQQ,False,0,"Color: Dark Gray, Style: Pill, Set: Without AppleCare+",Beats Pill,0.25,92
R1IOO4V007R8SR,B0D4SX9RC6,5.0 out of 5 stars Amazing sound quality,Amazon Customer,5.0,Bought for my daughter to help with online university! Loved it so much I bought one for myself as well! Great price too!,2025-02-06,AE3LGFQF43WX6QONIYJZYNWPLFDA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,23
R26I94H53N1718,B0D4SX9RC6,5.0 out of 5 stars Good and loud,IrinaRockL,5.0,"I'm losing my hearing, so I got this to hook up to my laptop to hear videos and video games. It was easy to pair, and the sound is good and loud! I tested it with Sims 4 and Minecraft and the audio was very clear. I watched some EDM music videos and really enjoyed the clarity and bass. Worth it if you can find it on sale (I got mine for 99$). It looks like a good size to take along to the pool too.",2025-02-06,AE4Y7ZUM7GAOM5ACDPVML7G73CUQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,86
R39YRPT88NWXJO,B0D4SX9RC6,5.0 out of 5 stars Definitely worth the money. Would recommend,TimeFlies333,5.0,One of the best purchases I've ever made. Battery life is very long. Volume gets loud and doesn't distort. Fairly impressive sound quality. Far Bluetooth range. Easy to use with little issues and the wrist strap is a good added bonus for carrying. Id rather use this as my main Bluetooth speaker compared to a sound bar at the same price.,2025-02-06,AF3BI4L26J5CS72RQHAN6MCYEYNA,False,5,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,61
R1J1T39DS02VXO,B0D4SX9RC6,5.0 out of 5 stars Great sound,Tough critic,5.0,Works as described and connect to my daughter iPhone 16 without issue. The sound is great maybe just a little too great for my liking but my daughter seems very happy. Great gift for your teen.,2025-02-06,AHRJJGLH33OP2HMYMH4PPMGU64MQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,36
R1HC3NUQ4M08I4,B0D4SX9RC6,5.0 out of 5 stars Quality!,Ann Trudgeon,5.0,Love it and so glad I could grab it at a great price. Sleek looking and blends right in in my kitchen. Fantastic sound quality.,2025-02-05,AFPAAKQDXJJT2NZVSXJQK6WKHQRA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,25
R2ZUGP2O67PDUK,B0D4SX9RC6,5.0 out of 5 stars Excellent quality,Jennifer,5.0,Very loud and very appealing to the eye. Love it. Definitely worth the money,2025-02-05,AEFLHATVPTTVUIFCDRBLAMGR3XOA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,14
R19OKS98WV0J22,B0D4SX9RC6,1.0 out of 5 stars USB C wired connection doesn't work,Brandon Tan,1.0,Product description says that it works with a usb c connection but I can't get it to work no matter what I try.,2025-02-05,AFVEYOT46PL6AT2PR6D7AEBIQXAA,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,0.0,23
RG1EZXSGGXSL5,B0D4SX9RC6,5.0 out of 5 stars Superrrr,Nery,5.0,"Me encata este Speaker, suena increible, sonido nitido, lo uso todos los Dias en mi trabajo, muy recommend",2025-02-04,AF2K4BVNJNUBNJZZSBI2TXBPGROA,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,18
R24HPWE8QC34HO,B0D4SX9RC6,5.0 out of 5 stars Beats,daniela Souza,5.0,Buena,2025-02-03,AFF4EQAOCD6EZVRYVH5WTDU6TWWA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,1
R247FIBQR143CC,B0D4SX9RC6,1.0 out of 5 stars It looks nice but it’s terrible,Belko Gamene,1.0,I bought this speaker as a Christmas gift so I can’t return it now. It doesn’t work well.1st issue is when connected to my iPhone 14 Pro Max it will disconnect for no reason while I am playing music.2nd issue is that the volume will drop very low and then just goes up a couple of times and I can’t fix it.3rd issue is the sound quality. Every time for maybe 10 seconds the quality drops and it sounds like it’s under water.I don’t know why it’s having all these problems and I will bring it to Apple and if not fixable I will just trash it. If you are looking for one save your money and get a JBL or Bose they sound better than this anyway.,2025-02-03,AFTUDUHBZUB2HWJP4R5XU6PPOHNQ,False,1,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,0.0,128
R30MZTA9YAYD5F,B0D4SX9RC6,5.0 out of 5 stars Perfect,Katie S.,5.0,Really portable and has a great range while still being loud! Charges pretty fast too with a good battery life,2025-02-02,AEQHPPL3EPUHJL5765ALB6QG5OLA,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,20
RTDYK354KD894,B0D4SX9RC6,5.0 out of 5 stars Better than ever,andrew,5.0,Best beats pill I’ve bought. Love the updated style and sound,2025-02-01,AFPBNYA7O5UPFLPEHZG7BDM4ZVIQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,11
R346AOQMDDV02D,B0D4SX9RC6,5.0 out of 5 stars Excelente,Zuarans,5.0,Suena súper duro,2025-02-01,AE3DFAPUUCGJTKC3X2UMPWTN4J6Q,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,3
R1WV5DC733ZQZ1,B0D4SX9RC6,5.0 out of 5 stars 10/10 recommend!!!,Lil,5.0,"This is one of those products that you didn't know you needed it until you get it. This little thing is powerful! Some of the reviews mention the weight, but I don't think it's heavy at all. This is my first Beats Pill and I think I'll continue to be a consumer.",2025-02-01,AH4X7R6FWNLNWGUI3CZ4AIR4TABQ,False,0,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,52
R3K9INAC700VQN,B0D4SX9RC6,5.0 out of 5 stars Best,fionah,5.0,Best I love it,2025-01-30,AGZC57QBVL2MW32EBS4CE63OXHBA,False,0,"Color: Statement Red, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,4
R3K102IMB1IXIA,B0D4SX9RC6,5.0 out of 5 stars Excellent product,Jan S.,5.0,"I purchased this speaker for my daughter as a part of her Christmas gifts. It is absolutely the best on the market. The sound is as though you’re at a live performance where there is an orchestra. It has many functions; you can connect it to your computer, phone etc. too much to put in a review especially since I do not like texting.I hopefully will purchase another for myself at a laterdate.It’s a must have!!!",2025-01-29,AGD5KRVWIHJFCTZVTIGIK2LB6GGA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,76
R2FYW23HY8YNEA,B0D4SX9RC6,5.0 out of 5 stars Wow! Packs a punch! Great sound - excellent quality!,whitelightning,5.0,Wow!! What can I say?! Excellent sound out of this small thing. It says it’s waterproof though I haven’t tested that. The quality seems very sturdy. Connectivity- It was a little confusing to connect at first- but easy to do once you figure it out. The battery life has been excellent! You cannot beat the sound out of this little thing!! The base is excellent as well. I love it! Great value for the money!,2025-01-28,AEF7GCDCP2NNEWPRGOSBCIEWAL2Q,False,2,"Color: Matte Black, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,75
RHZLH2W7466DM,B0D4SX9RC6,"5.0 out of 5 stars Beautiful, elegant and sound stronger than JBL",Mildred Aguilera,5.0,"Es maravilloso!!! Mucho más bonito, elegante y pequeño que varios JBL, suena mejor que el JBL 6, y mas barato, así que es definitivamente una buena compra!! Lo recomiendo",2025-01-28,AHMAHH6R5OFS5WBSEJGVDYGQK5SA,False,0,"Color: Champagne Gold, Style: Pill, Set: Without AppleCare+",Beats Pill,1.0,29
